schedule,object,fg_ssim,psnr,lap_var,rgb_std,grad_mag,gt_lap_var,gt_rgb_std,gt_grad_mag
cosine_bump,obj_0166,0.556798,18.0118,0.002575,0.180542,0.182495,0.003497,0.014252,0.119574
cosine_bump,obj_0167,0.455949,17.1945,0.005840,0.179932,0.223511,0.004956,0.025849,0.216873
cosine_bump,obj_0168,0.281978,18.0330,0.006176,0.143188,0.272217,0.026117,0.037876,0.500557
cosine_bump,obj_0169,0.271266,14.4260,0.009315,0.167603,0.383545,0.017856,0.106189,0.383792
cosine_bump,obj_0170,0.288016,16.9417,0.002468,0.166870,0.195801,0.011199,0.077721,0.345191
cosine_bump,obj_0171,0.486290,16.8100,0.004597,0.185547,0.219116,0.004057,0.013930,0.167573
cosine_bump,obj_0172,0.406823,16.3976,0.009933,0.198730,0.310059,0.004088,0.017234,0.213156
cosine_bump,obj_0173,0.431579,16.5896,0.006878,0.211670,0.241577,0.004349,0.035786,0.181914
cosine_bump,obj_0174,0.510520,25.5220,0.001561,0.168579,0.133911,0.009882,0.009549,0.193214
cosine_bump,obj_0175,0.564971,21.2134,0.001913,0.188477,0.152710,0.003441,0.026035,0.144004
cosine_bump,obj_0176,0.332959,15.2829,0.011551,0.216553,0.338379,0.009379,0.212555,0.280753
cosine_bump,obj_0177,0.281252,16.0360,0.004257,0.178711,0.260498,0.014004,0.096053,0.408023
cosine_bump,obj_0178,0.122715,31.3287,0.004993,0.167236,0.252441,0.100744,0.030054,0.997549
cosine_bump,obj_0179,0.459584,16.4032,0.005081,0.218750,0.221558,0.005741,0.071723,0.148483
cosine_bump,obj_0180,0.210384,29.0434,0.006035,0.137939,0.266113,0.043674,0.036743,0.666273
cosine_bump,obj_0181,0.498691,17.6658,0.004524,0.205688,0.176270,0.003447,0.030914,0.118449
cosine_bump,obj_0182,0.461093,19.6619,0.003330,0.184204,0.192749,0.009052,0.094902,0.233280
cosine_bump,obj_0183,0.366006,17.2096,0.005367,0.240601,0.242920,0.006222,0.052709,0.290842
cosine_bump,obj_0184,0.359672,20.3836,0.005821,0.190552,0.267334,0.018374,0.158172,0.395238
cosine_bump,obj_0185,0.427966,23.7658,0.002264,0.161011,0.188843,0.011101,0.026100,0.286832
cosine_bump,obj_0186,0.283454,20.3479,0.003971,0.186157,0.185791,0.014575,0.058376,0.487173
cosine_bump,obj_0187,0.439964,17.5626,0.005852,0.213379,0.211426,0.003716,0.125362,0.155770
cosine_bump,obj_0188,0.218860,14.9571,0.007603,0.208740,0.279785,0.031210,0.047032,0.516613
cosine_bump,obj_0189,0.423904,19.0276,0.004620,0.199341,0.217651,0.008083,0.043236,0.264052
cosine_bump,obj_0190,0.428637,15.1669,0.010864,0.187866,0.284668,0.005878,0.048342,0.152987
cosine_bump,obj_0191,0.284654,17.9099,0.004925,0.210571,0.282227,0.012917,0.092639,0.389207
cosine_bump,obj_0192,0.320400,13.4320,0.009872,0.167969,0.354004,0.006654,0.153659,0.301869
cosine_bump,obj_0193,0.294810,20.2393,0.004547,0.194214,0.231323,0.011270,0.039531,0.445540
cosine_bump,obj_0194,0.314372,19.4354,0.003994,0.183716,0.192993,0.015212,0.088991,0.436138
cosine_bump,obj_0195,0.285503,19.8447,0.003225,0.203491,0.194214,0.012177,0.074859,0.413253
cosine_bump,obj_0196,0.306905,17.8500,0.009041,0.201660,0.286865,0.017213,0.045147,0.408843
cosine_bump,obj_0197,0.178328,15.1541,0.006844,0.226685,0.287354,0.025731,0.050064,0.538328
cosine_bump,obj_0198,0.229246,23.8241,0.003798,0.169922,0.221802,0.040033,0.034672,0.566637
cosine_bump,obj_0199,0.380129,18.4457,0.003086,0.190796,0.231201,0.005974,0.072055,0.216833
cosine_bump,obj_0200,0.360794,19.3065,0.006229,0.193848,0.249634,0.009192,0.052333,0.256198
cosine_bump,obj_0201,0.448059,17.3225,0.006214,0.194824,0.235352,0.006142,0.071439,0.213487
cosine_bump,obj_0202,0.188261,15.8387,0.006516,0.181396,0.321533,0.019003,0.036490,0.526568
cosine_bump,obj_0203,0.102020,26.1633,0.003765,0.152954,0.197876,0.060185,0.022697,1.156175
cosine_bump,obj_0204,0.260566,12.9674,0.009277,0.222534,0.292480,0.015653,0.049710,0.343620
cosine_bump,obj_0205,0.304666,20.4813,0.005459,0.180908,0.239868,0.016542,0.012682,0.426407
cosine_bump,obj_0206,0.313223,16.7704,0.006039,0.171387,0.216431,0.008913,0.008309,0.342165
cosine_bump,obj_0207,0.426594,20.2916,0.003254,0.171997,0.221680,0.007550,0.064277,0.239103
cosine_bump,obj_0208,0.128492,20.9850,0.003990,0.156006,0.198608,0.081441,0.011150,0.793587
cosine_bump,obj_0209,0.319390,14.0039,0.010223,0.234375,0.337158,0.002453,0.070699,0.124798
cosine_bump,obj_0210,0.162794,19.1655,0.004658,0.172485,0.249756,0.051100,0.025781,0.600656
cosine_bump,obj_0211,0.497292,18.4698,0.001813,0.199219,0.165405,0.006286,0.069348,0.209579
cosine_bump,obj_0212,0.291098,16.5641,0.018677,0.207886,0.418701,0.005748,0.048300,0.221229
cosine_bump,obj_0213,0.346985,17.2638,0.003628,0.153687,0.212769,0.008119,0.053121,0.283274
cosine_bump,obj_0214,0.393674,19.8296,0.003967,0.167969,0.222290,0.011189,0.103300,0.316143
cosine_bump,obj_0215,0.413116,19.0025,0.004990,0.218384,0.231201,0.012460,0.169297,0.311774
