participant,object,criterion,choice
NUM09,OBJ20,shape,s2.50
NUM09,OBJ21,shape,s2.50
NUM09,OBJ22,shape,s2.50
NUM09,OBJ23,shape,s2.50
NUM09,OBJ24,shape,s1.25
NUM09,OBJ25,shape,s2.50
NUM09,OBJ26,shape,s1.25
NUM09,OBJ27,shape,C3
NUM09,OBJ28,shape,s2.50
NUM09,OBJ29,shape,s2.50
NUM09,OBJ30,shape,C3
NUM09,OBJ01,overall,s2.50
NUM09,OBJ02,overall,C3
NUM09,OBJ03,overall,s2.50
NUM09,OBJ04,overall,C3
NUM09,OBJ05,overall,C3
NUM09,OBJ06,overall,s2.50
NUM09,OBJ07,overall,s1.25
NUM09,OBJ08,overall,C3
NUM09,OBJ09,overall,C3
NUM09,OBJ10,overall,s1.25
NUM09,OBJ11,overall,s1.25
NUM09,OBJ12,overall,s1.25
NUM09,OBJ13,overall,C3
NUM09,OBJ14,overall,C3
NUM09,OBJ15,overall,s2.50
NUM09,OBJ16,overall,C3
NUM09,OBJ17,overall,C3
NUM09,OBJ18,overall,C3
NUM09,OBJ19,overall,C3
NUM09,OBJ20,overall,s1.25
NUM09,OBJ21,overall,s1.25
NUM09,OBJ22,overall,C3
NUM09,OBJ23,overall,C3
NUM09,OBJ24,overall,C3
NUM09,OBJ25,overall,s2.50
NUM09,OBJ26,overall,C3
NUM09,OBJ27,overall,C3
NUM09,OBJ28,overall,C3
NUM09,OBJ29,overall,C3
NUM09,OBJ30,overall,C3
NUM10,OBJ01,texture,s1.25
NUM10,OBJ02,texture,s1.25
NUM10,OBJ03,texture,C3
NUM10,OBJ04,texture,s1.25
NUM10,OBJ05,texture,s1.25
NUM10,OBJ06,texture,s1.25
NUM10,OBJ07,texture,C3
NUM10,OBJ08,texture,C3
NUM10,OBJ09,texture,s2.50
NUM10,OBJ10,texture,C3
NUM10,OBJ11,texture,C3
NUM10,OBJ12,texture,s1.25
NUM10,OBJ13,texture,C3
NUM10,OBJ14,texture,C3
NUM10,OBJ15,texture,s2.50
NUM10,OBJ16,texture,s1.25
NUM10,OBJ17,texture,C3
NUM10,OBJ18,texture,s1.25
NUM10,OBJ19,texture,s2.50
NUM10,OBJ20,texture,C3
NUM10,OBJ21,texture,C3
NUM10,OBJ22,texture,C3
NUM10,OBJ23,texture,s1.25
NUM10,OBJ24,texture,s1.25
NUM10,OBJ25,texture,s1.25
NUM10,OBJ26,texture,s2.50
NUM10,OBJ27,texture,s1.25
NUM10,OBJ28,texture,s1.25
NUM10,OBJ29,texture,s1.25
NUM10,OBJ30,texture,s1.25
NUM10,OBJ01,shape,C3
NUM10,OBJ02,shape,C3
NUM10,OBJ03,shape,s1.25
NUM10,OBJ04,shape,s2.50
NUM10,OBJ05,shape,C3
NUM10,OBJ06,shape,s2.50
NUM10,OBJ07,shape,C3
NUM10,OBJ08,shape,s2.50
NUM10,OBJ09,shape,C3
NUM10,OBJ10,shape,s2.50
NUM10,OBJ11,shape,s2.50
NUM10,OBJ12,shape,s2.50
NUM10,OBJ13,shape,C3
NUM10,OBJ14,shape,C3
NUM10,OBJ15,shape,s2.50
NUM10,OBJ16,shape,C3
NUM10,OBJ17,shape,C3
NUM10,OBJ18,shape,s2.50
NUM10,OBJ19,shape,C3
NUM10,OBJ20,shape,s2.50
NUM10,OBJ21,shape,s1.25
NUM10,OBJ22,shape,C3
NUM10,OBJ23,shape,C3
NUM10,OBJ24,shape,C3
NUM10,OBJ25,shape,C3
NUM10,OBJ26,shape,s2.50
NUM10,OBJ27,shape,s2.50
NUM10,OBJ28,shape,s2.50
NUM10,OBJ29,shape,s1.25
NUM10,OBJ30,shape,s2.50
NUM10,OBJ01,overall,C3
NUM10,OBJ02,overall,C3
NUM10,OBJ03,overall,C3
NUM10,OBJ04,overall,C3
NUM10,OBJ05,overall,C3
NUM10,OBJ06,overall,C3
NUM10,OBJ07,overall,C3
NUM10,OBJ08,overall,C3
NUM10,OBJ09,overall,C3
NUM10,OBJ10,overall,C3
NUM10,OBJ11,overall,C3
NUM10,OBJ12,overall,C3
NUM10,OBJ13,overall,C3
NUM10,OBJ14,overall,C3
NUM10,OBJ15,overall,C3
NUM10,OBJ16,overall,C3
NUM10,OBJ17,overall,C3
NUM10,OBJ18,overall,C3
NUM10,OBJ19,overall,C3
NUM10,OBJ20,overall,C3
NUM10,OBJ21,overall,C3
NUM10,OBJ22,overall,C3
NUM10,OBJ23,overall,C3
NUM10,OBJ24,overall,C3
NUM10,OBJ25,overall,C3
NUM10,OBJ26,overall,C3
NUM10,OBJ27,overall,C3
NUM10,OBJ28,overall,C3
NUM10,OBJ29,overall,C3
NUM10,OBJ30,overall,C3
NUM11,OBJ01,texture,s1.25
NUM11,OBJ02,texture,s1.25
NUM11,OBJ03,texture,s1.25
NUM11,OBJ04,texture,s1.25
NUM11,OBJ05,texture,C3
NUM11,OBJ06,texture,s1.25
NUM11,OBJ07,texture,s1.25
NUM11,OBJ08,texture,s1.25
NUM11,OBJ09,texture,s1.25
NUM11,OBJ10,texture,s1.25
NUM11,OBJ11,texture,s1.25
NUM11,OBJ12,texture,s1.25
NUM11,OBJ13,texture,s2.50
NUM11,OBJ14,texture,s1.25
NUM11,OBJ15,texture,s1.25
NUM11,OBJ16,texture,C3
NUM11,OBJ17,texture,s1.25
NUM11,OBJ18,texture,s1.25
NUM11,OBJ19,texture,s1.25
NUM11,OBJ20,texture,s1.25
NUM11,OBJ21,texture,s1.25
NUM11,OBJ22,texture,s1.25
NUM11,OBJ23,texture,s1.25
NUM11,OBJ24,texture,s1.25
NUM11,OBJ25,texture,s1.25
NUM11,OBJ26,texture,s1.25
NUM11,OBJ27,texture,s1.25
NUM11,OBJ28,texture,C3
NUM11,OBJ29,texture,s1.25
NUM11,OBJ30,texture,s1.25
NUM11,OBJ01,shape,C3
NUM11,OBJ02,shape,s1.25
NUM11,OBJ03,shape,s2.50
NUM11,OBJ04,shape,C3
NUM11,OBJ05,shape,s2.50
NUM11,OBJ06,shape,C3
NUM11,OBJ07,shape,C3
NUM11,OBJ08,shape,s2.50
NUM11,OBJ09,shape,s2.50
NUM11,OBJ10,shape,s1.25
NUM11,OBJ11,shape,s2.50
NUM11,OBJ12,shape,C3
NUM11,OBJ13,shape,C3
NUM11,OBJ14,shape,C3
NUM11,OBJ15,shape,C3
NUM11,OBJ16,shape,C3
NUM11,OBJ17,shape,s2.50
NUM11,OBJ18,shape,s2.50
NUM11,OBJ19,shape,C3
NUM11,OBJ20,shape,s2.50
NUM11,OBJ21,shape,s2.50
NUM11,OBJ22,shape,s2.50
NUM11,OBJ23,shape,s2.50
NUM11,OBJ24,shape,s2.50
NUM11,OBJ25,shape,s2.50
NUM11,OBJ26,shape,C3
NUM11,OBJ27,shape,C3
NUM11,OBJ28,shape,s2.50
NUM11,OBJ29,shape,s2.50
NUM11,OBJ30,shape,s1.25
NUM11,OBJ01,overall,s1.25
NUM11,OBJ02,overall,s2.50
NUM11,OBJ03,overall,s1.25
NUM11,OBJ04,overall,s2.50
NUM11,OBJ05,overall,C3
NUM11,OBJ06,overall,s1.25
NUM11,OBJ07,overall,C3
NUM11,OBJ08,overall,C3
NUM11,OBJ09,overall,C3
NUM11,OBJ10,overall,s2.50
NUM11,OBJ11,overall,s1.25
NUM11,OBJ12,overall,s1.25
NUM11,OBJ13,overall,s2.50
NUM11,OBJ14,overall,C3
NUM11,OBJ15,overall,s1.25
NUM11,OBJ16,overall,C3
NUM11,OBJ17,overall,C3
NUM11,OBJ18,overall,s1.25
NUM11,OBJ19,overall,s1.25
NUM11,OBJ20,overall,C3
NUM11,OBJ21,overall,C3
NUM11,OBJ22,overall,C3
NUM11,OBJ23,overall,C3
NUM11,OBJ24,overall,s1.25
NUM11,OBJ25,overall,C3
NUM11,OBJ26,overall,s1.25
NUM11,OBJ27,overall,C3
NUM11,OBJ28,overall,C3
NUM11,OBJ29,overall,C3
NUM11,OBJ30,overall,C3
NUM12,OBJ01,texture,s1.25
NUM12,OBJ02,texture,C3
NUM12,OBJ03,texture,s1.25
NUM12,OBJ04,texture,C3
NUM12,OBJ05,texture,s1.25
NUM12,OBJ06,texture,C3
NUM12,OBJ07,texture,C3
NUM12,OBJ08,texture,s1.25
NUM12,OBJ09,texture,s1.25
NUM12,OBJ10,texture,C3
NUM12,OBJ11,texture,C3
NUM12,OBJ12,texture,s1.25
NUM12,OBJ13,texture,s1.25
NUM12,OBJ14,texture,s1.25
NUM12,OBJ15,texture,s1.25
NUM12,OBJ16,texture,C3
NUM12,OBJ17,texture,s1.25
NUM12,OBJ18,texture,C3
NUM12,OBJ19,texture,s1.25
NUM12,OBJ20,texture,C3
NUM12,OBJ21,texture,s1.25
NUM12,OBJ22,texture,s1.25
NUM12,OBJ23,texture,s2.50
NUM12,OBJ24,texture,s1.25
NUM12,OBJ25,texture,s1.25
NUM12,OBJ26,texture,s1.25
NUM12,OBJ27,texture,C3
NUM12,OBJ28,texture,C3
NUM12,OBJ29,texture,s1.25
NUM12,OBJ30,texture,C3
NUM12,OBJ01,shape,C3
NUM12,OBJ02,shape,s1.25
NUM12,OBJ03,shape,s1.25
NUM12,OBJ04,shape,s1.25
NUM12,OBJ05,shape,C3
NUM12,OBJ06,shape,C3
NUM12,OBJ07,shape,s2.50
NUM12,OBJ08,shape,s2.50
NUM12,OBJ09,shape,C3
NUM12,OBJ10,shape,s2.50
NUM12,OBJ11,shape,C3
NUM12,OBJ12,shape,s2.50
NUM12,OBJ13,shape,C3
NUM12,OBJ14,shape,C3
NUM12,OBJ15,shape,s2.50
NUM12,OBJ16,shape,s2.50
NUM12,OBJ17,shape,s2.50
NUM12,OBJ18,shape,s2.50
NUM12,OBJ19,shape,s1.25
NUM12,OBJ20,shape,s2.50
NUM12,OBJ21,shape,C3
NUM12,OBJ22,shape,s1.25
NUM12,OBJ23,shape,s1.25
NUM12,OBJ24,shape,s2.50
NUM12,OBJ25,shape,s1.25
NUM12,OBJ26,shape,C3
NUM12,OBJ27,shape,C3
NUM12,OBJ28,shape,C3
NUM12,OBJ29,shape,s1.25
NUM12,OBJ30,shape,C3
NUM12,OBJ01,overall,C3
NUM12,OBJ02,overall,C3
NUM12,OBJ03,overall,C3
NUM12,OBJ04,overall,s1.25
NUM12,OBJ05,overall,C3
NUM12,OBJ06,overall,s2.50
NUM12,OBJ07,overall,C3
NUM12,OBJ08,overall,C3
NUM12,OBJ09,overall,s1.25
NUM12,OBJ10,overall,s2.50
NUM12,OBJ11,overall,C3
NUM12,OBJ12,overall,C3
NUM12,OBJ13,overall,C3
NUM12,OBJ14,overall,C3
NUM12,OBJ15,overall,s2.50
NUM12,OBJ16,overall,C3
NUM12,OBJ17,overall,s1.25
NUM12,OBJ18,overall,C3
NUM12,OBJ19,overall,s1.25
NUM12,OBJ20,overall,s2.50
NUM12,OBJ21,overall,s2.50
NUM12,OBJ22,overall,C3
NUM12,OBJ23,overall,C3
NUM12,OBJ24,overall,C3
NUM12,OBJ25,overall,C3
NUM12,OBJ26,overall,C3
NUM12,OBJ27,overall,C3
NUM12,OBJ28,overall,C3
NUM12,OBJ29,overall,s2.50
NUM12,OBJ30,overall,C3
NUM13,OBJ01,texture,C3
NUM13,OBJ02,texture,s1.25
NUM13,OBJ03,texture,C3
NUM13,OBJ04,texture,s1.25
NUM13,OBJ05,texture,s1.25
NUM13,OBJ06,texture,C3
NUM13,OBJ07,texture,s1.25
NUM13,OBJ08,texture,C3
NUM13,OBJ09,texture,C3
NUM13,OBJ10,texture,C3
NUM13,OBJ11,texture,s2.50
NUM13,OBJ12,texture,C3
NUM13,OBJ13,texture,C3
NUM13,OBJ14,texture,C3
NUM13,OBJ15,texture,s1.25
NUM13,OBJ16,texture,C3
NUM13,OBJ17,texture,s1.25
NUM13,OBJ18,texture,s1.25
NUM13,OBJ19,texture,s1.25
NUM13,OBJ20,texture,s1.25
NUM13,OBJ21,texture,s1.25
NUM13,OBJ22,texture,C3
NUM13,OBJ23,texture,C3
NUM13,OBJ24,texture,C3
NUM13,OBJ25,texture,C3
NUM13,OBJ26,texture,s1.25
NUM13,OBJ27,texture,s1.25
NUM13,OBJ28,texture,C3
NUM13,OBJ29,texture,C3
NUM13,OBJ30,texture,C3
NUM13,OBJ01,shape,C3
NUM13,OBJ02,shape,s2.50
NUM13,OBJ03,shape,s2.50
NUM13,OBJ04,shape,s2.50
NUM13,OBJ05,shape,s2.50
NUM13,OBJ06,shape,C3
NUM13,OBJ07,shape,s2.50
NUM13,OBJ08,shape,s1.25
NUM13,OBJ09,shape,s2.50
NUM13,OBJ10,shape,s2.50
NUM13,OBJ11,shape,C3
NUM13,OBJ12,shape,s2.50
NUM13,OBJ13,shape,C3
NUM13,OBJ14,shape,C3
NUM13,OBJ15,shape,C3
NUM13,OBJ16,shape,s2.50
NUM13,OBJ17,shape,C3
NUM13,OBJ18,shape,C3
NUM13,OBJ19,shape,C3
NUM13,OBJ20,shape,s2.50
NUM13,OBJ21,shape,s2.50
NUM13,OBJ22,shape,s2.50
NUM13,OBJ23,shape,C3
NUM13,OBJ24,shape,s1.25
NUM13,OBJ25,shape,s1.25
NUM13,OBJ26,shape,C3
NUM13,OBJ27,shape,s2.50
NUM13,OBJ28,shape,s2.50
NUM13,OBJ29,shape,C3
NUM13,OBJ30,shape,s2.50
NUM13,OBJ01,overall,s1.25
NUM13,OBJ02,overall,C3
NUM13,OBJ03,overall,s2.50
NUM13,OBJ04,overall,s2.50
NUM13,OBJ05,overall,s2.50
NUM13,OBJ06,overall,s1.25
NUM13,OBJ07,overall,C3
NUM13,OBJ08,overall,s2.50
NUM13,OBJ09,overall,s1.25
NUM13,OBJ10,overall,C3
NUM13,OBJ11,overall,s1.25
NUM13,OBJ12,overall,s1.25
NUM13,OBJ13,overall,C3
NUM13,OBJ14,overall,C3
NUM13,OBJ15,overall,s2.50
NUM13,OBJ16,overall,C3
NUM13,OBJ17,overall,C3
NUM13,OBJ18,overall,C3
NUM13,OBJ19,overall,C3
NUM13,OBJ20,overall,s2.50
NUM13,OBJ21,overall,C3
NUM13,OBJ22,overall,s2.50
NUM13,OBJ23,overall,C3
NUM13,OBJ24,overall,C3
NUM13,OBJ25,overall,C3
NUM13,OBJ26,overall,s2.50
NUM13,OBJ27,overall,C3
NUM13,OBJ28,overall,s1.25
NUM13,OBJ29,overall,C3
NUM13,OBJ30,overall,C3
NUM14,OBJ01,texture,s1.25
NUM14,OBJ02,texture,s1.25
NUM14,OBJ03,texture,C3
NUM14,OBJ04,texture,s1.25
NUM14,OBJ05,texture,s1.25
NUM14,OBJ06,texture,C3
NUM14,OBJ07,texture,C3
NUM14,OBJ08,texture,C3
NUM14,OBJ09,texture,C3
NUM14,OBJ10,texture,s1.25
NUM14,OBJ11,texture,C3
NUM14,OBJ12,texture,s1.25
NUM14,OBJ13,texture,C3
NUM14,OBJ14,texture,C3
NUM14,OBJ15,texture,s2.50
NUM14,OBJ16,texture,s2.50
NUM14,OBJ17,texture,s1.25
NUM14,OBJ18,texture,C3
NUM14,OBJ19,texture,C3
NUM14,OBJ20,texture,s1.25
NUM14,OBJ21,texture,s1.25
NUM14,OBJ22,texture,C3
NUM14,OBJ23,texture,s2.50
NUM14,OBJ24,texture,s2.50
NUM14,OBJ25,texture,C3
NUM14,OBJ26,texture,s2.50
NUM14,OBJ27,texture,s2.50
NUM14,OBJ28,texture,C3
NUM14,OBJ29,texture,C3
NUM14,OBJ30,texture,s1.25
NUM14,OBJ01,shape,s2.50
NUM14,OBJ02,shape,s2.50
NUM14,OBJ03,shape,s2.50
NUM14,OBJ04,shape,C3
NUM14,OBJ05,shape,C3
NUM14,OBJ06,shape,C3
NUM14,OBJ07,shape,s2.50
NUM14,OBJ08,shape,C3
NUM14,OBJ09,shape,C3
NUM14,OBJ10,shape,C3
NUM14,OBJ11,shape,C3
NUM14,OBJ12,shape,s2.50
NUM14,OBJ13,shape,C3
NUM14,OBJ14,shape,s2.50
NUM14,OBJ15,shape,C3
NUM14,OBJ16,shape,s2.50
NUM14,OBJ17,shape,C3
NUM14,OBJ18,shape,C3
NUM14,OBJ19,shape,s2.50
NUM14,OBJ20,shape,s2.50
NUM14,OBJ21,shape,s2.50
NUM14,OBJ22,shape,C3
NUM14,OBJ23,shape,C3
NUM14,OBJ24,shape,s2.50
NUM14,OBJ25,shape,C3
NUM14,OBJ26,shape,C3
NUM14,OBJ27,shape,s2.50
NUM14,OBJ28,shape,s2.50
NUM14,OBJ29,shape,s2.50
NUM14,OBJ30,shape,C3
NUM14,OBJ01,overall,C3
NUM14,OBJ02,overall,s2.50
NUM14,OBJ03,overall,C3
NUM14,OBJ04,overall,C3
NUM14,OBJ05,overall,C3
NUM14,OBJ06,overall,C3
NUM14,OBJ07,overall,C3
NUM14,OBJ08,overall,C3
NUM14,OBJ09,overall,s2.50
NUM14,OBJ10,overall,C3
NUM14,OBJ11,overall,C3
NUM14,OBJ12,overall,C3
NUM14,OBJ13,overall,C3
NUM14,OBJ14,overall,C3
NUM14,OBJ15,overall,C3
NUM14,OBJ16,overall,C3
NUM14,OBJ17,overall,C3
NUM14,OBJ18,overall,C3
NUM14,OBJ19,overall,C3
NUM14,OBJ20,overall,C3
NUM14,OBJ21,overall,s2.50
NUM14,OBJ22,overall,C3
NUM14,OBJ23,overall,C3
NUM14,OBJ24,overall,C3
NUM14,OBJ25,overall,C3
NUM14,OBJ26,overall,C3
NUM14,OBJ27,overall,C3
NUM14,OBJ28,overall,s2.50
NUM14,OBJ29,overall,s2.50
NUM14,OBJ30,overall,C3
NUM15,OBJ01,texture,s2.50
NUM15,OBJ02,texture,s1.25
NUM15,OBJ03,texture,s2.50
NUM15,OBJ04,texture,s1.25
NUM15,OBJ05,texture,C3
NUM15,OBJ06,texture,s1.25
NUM15,OBJ07,texture,s2.50
NUM15,OBJ08,texture,C3
NUM15,OBJ09,texture,s2.50
NUM15,OBJ10,texture,C3
NUM15,OBJ11,texture,C3
NUM15,OBJ12,texture,C3
NUM15,OBJ13,texture,s1.25
NUM15,OBJ14,texture,s1.25
NUM15,OBJ15,texture,s1.25
NUM15,OBJ16,texture,C3
NUM15,OBJ17,texture,s1.25
NUM15,OBJ18,texture,s1.25
NUM15,OBJ19,texture,s1.25
NUM15,OBJ20,texture,s1.25
NUM15,OBJ21,texture,C3
NUM15,OBJ22,texture,s1.25
NUM15,OBJ23,texture,C3
NUM15,OBJ24,texture,s1.25
NUM15,OBJ25,texture,s1.25
NUM15,OBJ26,texture,s1.25
NUM15,OBJ27,texture,s1.25
NUM15,OBJ28,texture,s2.50
NUM15,OBJ29,texture,s2.50
NUM15,OBJ30,texture,s1.25
NUM15,OBJ01,shape,C3
NUM15,OBJ02,shape,s1.25
NUM15,OBJ03,shape,s2.50
NUM15,OBJ04,shape,s1.25
NUM15,OBJ05,shape,s1.25
NUM15,OBJ06,shape,s2.50
NUM15,OBJ07,shape,s2.50
NUM15,OBJ08,shape,C3
NUM15,OBJ09,shape,s2.50
NUM15,OBJ10,shape,s2.50
NUM15,OBJ11,shape,C3
NUM15,OBJ12,shape,C3
NUM15,OBJ13,shape,s2.50
NUM15,OBJ14,shape,s2.50
NUM15,OBJ15,shape,s2.50
NUM15,OBJ16,shape,s2.50
NUM15,OBJ17,shape,C3
NUM15,OBJ18,shape,C3
NUM15,OBJ19,shape,s2.50
NUM15,OBJ20,shape,s2.50
NUM15,OBJ21,shape,C3
NUM15,OBJ22,shape,C3
NUM15,OBJ23,shape,s2.50
NUM15,OBJ24,shape,C3
NUM15,OBJ25,shape,C3
NUM15,OBJ26,shape,s2.50
NUM15,OBJ27,shape,C3
NUM15,OBJ28,shape,s2.50
NUM15,OBJ29,shape,C3
NUM15,OBJ30,shape,C3
NUM15,OBJ01,overall,C3
NUM15,OBJ02,overall,C3
NUM15,OBJ03,overall,s2.50
NUM15,OBJ04,overall,C3
NUM15,OBJ05,overall,C3
NUM15,OBJ06,overall,s2.50
NUM15,OBJ07,overall,C3
NUM15,OBJ08,overall,C3
NUM15,OBJ09,overall,C3
NUM15,OBJ10,overall,C3
NUM15,OBJ11,overall,s2.50
NUM15,OBJ12,overall,C3
NUM15,OBJ13,overall,s1.25
NUM15,OBJ14,overall,C3
NUM15,OBJ15,overall,C3
NUM15,OBJ16,overall,C3
NUM15,OBJ17,overall,C3
NUM15,OBJ18,overall,C3
NUM15,OBJ19,overall,s1.25
NUM15,OBJ20,overall,s2.50
NUM15,OBJ21,overall,C3
NUM15,OBJ22,overall,C3
NUM15,OBJ23,overall,C3
NUM15,OBJ24,overall,C3
NUM15,OBJ25,overall,C3
NUM15,OBJ26,overall,s1.25
NUM15,OBJ27,overall,C3
NUM15,OBJ28,overall,s1.25
NUM15,OBJ29,overall,s2.50
NUM15,OBJ30,overall,C3
NUM16,OBJ01,texture,C3
NUM16,OBJ02,texture,s1.25
NUM16,OBJ03,texture,C3
NUM16,OBJ04,texture,s1.25
NUM16,OBJ05,texture,s1.25
NUM16,OBJ06,texture,s2.50
NUM16,OBJ07,texture,s1.25
NUM16,OBJ08,texture,C3
NUM16,OBJ09,texture,s1.25
NUM16,OBJ10,texture,s1.25
NUM16,OBJ11,texture,s1.25
NUM16,OBJ12,texture,s2.50
NUM16,OBJ13,texture,C3
NUM16,OBJ14,texture,C3
NUM16,OBJ15,texture,s1.25
NUM16,OBJ16,texture,s1.25
NUM16,OBJ17,texture,C3
NUM16,OBJ18,texture,s1.25
NUM16,OBJ19,texture,C3
NUM16,OBJ20,texture,C3
NUM16,OBJ21,texture,s2.50
NUM16,OBJ22,texture,s2.50
NUM16,OBJ23,texture,C3
NUM16,OBJ24,texture,s1.25
NUM16,OBJ25,texture,C3
NUM16,OBJ26,texture,C3
NUM16,OBJ27,texture,C3
NUM16,OBJ28,texture,C3
NUM16,OBJ29,texture,C3
NUM16,OBJ30,texture,C3
NUM16,OBJ01,shape,C3
NUM16,OBJ02,shape,C3
NUM16,OBJ03,shape,s2.50
NUM16,OBJ04,shape,C3
NUM16,OBJ05,shape,C3
NUM16,OBJ06,shape,C3
NUM16,OBJ07,shape,s2.50
NUM16,OBJ08,shape,s2.50
NUM16,OBJ09,shape,s2.50
NUM16,OBJ10,shape,s2.50
NUM16,OBJ11,shape,s2.50
NUM16,OBJ12,shape,C3
NUM16,OBJ13,shape,C3
NUM16,OBJ14,shape,C3
NUM16,OBJ15,shape,C3
NUM16,OBJ16,shape,C3
NUM16,OBJ17,shape,C3
NUM16,OBJ18,shape,C3
NUM16,OBJ19,shape,s1.25
NUM16,OBJ20,shape,s2.50
NUM16,OBJ21,shape,C3
NUM16,OBJ22,shape,C3
NUM16,OBJ23,shape,C3
NUM16,OBJ24,shape,C3
NUM16,OBJ25,shape,s2.50
NUM16,OBJ26,shape,C3
NUM16,OBJ27,shape,C3
NUM16,OBJ28,shape,s2.50
NUM16,OBJ29,shape,C3
NUM16,OBJ30,shape,C3
NUM16,OBJ01,overall,s1.25
NUM16,OBJ02,overall,C3
NUM16,OBJ03,overall,C3
NUM16,OBJ04,overall,C3
NUM16,OBJ05,overall,C3
NUM16,OBJ06,overall,C3
NUM16,OBJ07,overall,C3
NUM16,OBJ08,overall,C3
NUM16,OBJ09,overall,C3
NUM16,OBJ10,overall,C3
NUM16,OBJ11,overall,s2.50
NUM16,OBJ12,overall,s1.25
NUM16,OBJ13,overall,C3
NUM16,OBJ14,overall,C3
NUM16,OBJ15,overall,s1.25
NUM16,OBJ16,overall,C3
NUM16,OBJ17,overall,s2.50
NUM16,OBJ18,overall,s1.25
NUM16,OBJ19,overall,C3
NUM16,OBJ20,overall,C3
NUM16,OBJ21,overall,s1.25
NUM16,OBJ22,overall,C3
NUM16,OBJ23,overall,s1.25
NUM16,OBJ24,overall,s1.25
NUM16,OBJ25,overall,C3
NUM16,OBJ26,overall,C3
NUM16,OBJ27,overall,C3
NUM16,OBJ28,overall,C3
NUM16,OBJ29,overall,C3
NUM16,OBJ30,overall,C3
NUM17,OBJ01,texture,C3
NUM17,OBJ02,texture,s1.25
NUM17,OBJ03,texture,s1.25
NUM17,OBJ04,texture,s1.25
NUM17,OBJ05,texture,s1.25
NUM17,OBJ06,texture,C3
NUM17,OBJ07,texture,C3
NUM17,OBJ08,texture,C3
NUM17,OBJ09,texture,C3
NUM17,OBJ10,texture,C3
NUM17,OBJ11,texture,C3
NUM17,OBJ12,texture,C3
NUM17,OBJ13,texture,C3
NUM17,OBJ14,texture,s2.50
NUM17,OBJ15,texture,C3
NUM17,OBJ16,texture,C3
NUM17,OBJ17,texture,C3
NUM17,OBJ18,texture,s2.50
NUM17,OBJ19,texture,C3
NUM17,OBJ20,texture,s1.25
NUM17,OBJ21,texture,s1.25
NUM17,OBJ22,texture,C3
NUM17,OBJ23,texture,C3
NUM17,OBJ24,texture,C3
NUM17,OBJ25,texture,s1.25
NUM17,OBJ26,texture,s1.25
NUM17,OBJ27,texture,C3
NUM17,OBJ28,texture,s1.25
NUM17,OBJ29,texture,C3
NUM17,OBJ30,texture,C3
NUM17,OBJ01,shape,s2.50
NUM17,OBJ02,shape,C3
NUM17,OBJ03,shape,s2.50
NUM17,OBJ04,shape,C3
NUM17,OBJ05,shape,s2.50
NUM17,OBJ06,shape,s1.25
NUM17,OBJ07,shape,C3
NUM17,OBJ08,shape,C3
NUM17,OBJ09,shape,s2.50
NUM17,OBJ10,shape,s2.50
NUM17,OBJ11,shape,s2.50
NUM17,OBJ12,shape,s1.25
NUM17,OBJ13,shape,C3
NUM17,OBJ14,shape,s2.50
NUM17,OBJ15,shape,s2.50
NUM17,OBJ16,shape,s2.50
NUM17,OBJ17,shape,s2.50
NUM17,OBJ18,shape,s2.50
NUM17,OBJ19,shape,s1.25
NUM17,OBJ20,shape,s2.50
NUM17,OBJ21,shape,s2.50
NUM17,OBJ22,shape,C3
NUM17,OBJ23,shape,s2.50
NUM17,OBJ24,shape,s2.50
NUM17,OBJ25,shape,C3
NUM17,OBJ26,shape,s2.50
NUM17,OBJ27,shape,s2.50
NUM17,OBJ28,shape,C3
NUM17,OBJ29,shape,s2.50
NUM17,OBJ30,shape,C3
NUM17,OBJ01,overall,C3
NUM17,OBJ02,overall,s2.50
NUM17,OBJ03,overall,s2.50
NUM17,OBJ04,overall,C3
NUM17,OBJ05,overall,C3
NUM17,OBJ06,overall,s2.50
NUM17,OBJ07,overall,s2.50
NUM17,OBJ08,overall,s2.50
NUM17,OBJ09,overall,s2.50
NUM17,OBJ10,overall,s2.50
NUM17,OBJ11,overall,s1.25
NUM17,OBJ12,overall,C3
NUM17,OBJ13,overall,s2.50
NUM17,OBJ14,overall,s2.50
NUM17,OBJ15,overall,C3
NUM17,OBJ16,overall,C3
NUM17,OBJ17,overall,C3
NUM17,OBJ18,overall,s2.50
NUM17,OBJ19,overall,s2.50
NUM17,OBJ20,overall,s1.25
NUM17,OBJ21,overall,C3
NUM17,OBJ22,overall,C3
NUM17,OBJ23,overall,C3
NUM17,OBJ24,overall,C3
NUM17,OBJ25,overall,s2.50
NUM17,OBJ26,overall,C3
NUM17,OBJ27,overall,s2.50
NUM17,OBJ28,overall,C3
NUM17,OBJ29,overall,s2.50
NUM17,OBJ30,overall,C3
NUM18,OBJ01,texture,C3
NUM18,OBJ02,texture,s1.25
NUM18,OBJ03,texture,s2.50
NUM18,OBJ04,texture,s1.25
NUM18,OBJ05,texture,s1.25
NUM18,OBJ06,texture,s1.25
NUM18,OBJ07,texture,s2.50
NUM18,OBJ08,texture,s1.25
NUM18,OBJ09,texture,C3
NUM18,OBJ10,texture,s1.25
NUM18,OBJ11,texture,s1.25
NUM18,OBJ12,texture,s2.50
NUM18,OBJ13,texture,C3
NUM18,OBJ14,texture,s1.25
NUM18,OBJ15,texture,s2.50
NUM18,OBJ16,texture,C3
