participant,object,criterion,choice
NUM18,OBJ17,texture,s2.50
NUM18,OBJ18,texture,C3
NUM18,OBJ19,texture,s2.50
NUM18,OBJ20,texture,s1.25
NUM18,OBJ21,texture,C3
NUM18,OBJ22,texture,s2.50
NUM18,OBJ23,texture,C3
NUM18,OBJ24,texture,C3
NUM18,OBJ25,texture,s1.25
NUM18,OBJ26,texture,s1.25
NUM18,OBJ27,texture,s2.50
NUM18,OBJ28,texture,C3
NUM18,OBJ29,texture,s2.50
NUM18,OBJ30,texture,C3
NUM18,OBJ01,shape,s1.25
NUM18,OBJ02,shape,C3
NUM18,OBJ03,shape,s2.50
NUM18,OBJ04,shape,s1.25
NUM18,OBJ05,shape,s2.50
NUM18,OBJ06,shape,C3
NUM18,OBJ07,shape,C3
NUM18,OBJ08,shape,s1.25
NUM18,OBJ09,shape,s2.50
NUM18,OBJ10,shape,C3
NUM18,OBJ11,shape,C3
NUM18,OBJ12,shape,C3
NUM18,OBJ13,shape,s2.50
NUM18,OBJ14,shape,s2.50
NUM18,OBJ15,shape,s2.50
NUM18,OBJ16,shape,s2.50
NUM18,OBJ17,shape,s2.50
NUM18,OBJ18,shape,s2.50
NUM18,OBJ19,shape,s2.50
NUM18,OBJ20,shape,s2.50
NUM18,OBJ21,shape,C3
NUM18,OBJ22,shape,s2.50
NUM18,OBJ23,shape,s2.50
NUM18,OBJ24,shape,C3
NUM18,OBJ25,shape,C3
NUM18,OBJ26,shape,s2.50
NUM18,OBJ27,shape,s2.50
NUM18,OBJ28,shape,s2.50
NUM18,OBJ29,shape,C3
NUM18,OBJ30,shape,s2.50
NUM18,OBJ01,overall,C3
NUM18,OBJ02,overall,s1.25
NUM18,OBJ03,overall,s2.50
NUM18,OBJ04,overall,C3
NUM18,OBJ05,overall,s1.25
NUM18,OBJ06,overall,s1.25
NUM18,OBJ07,overall,C3
NUM18,OBJ08,overall,s2.50
NUM18,OBJ09,overall,C3
NUM18,OBJ10,overall,C3
NUM18,OBJ11,overall,s1.25
NUM18,OBJ12,overall,s1.25
NUM18,OBJ13,overall,s1.25
NUM18,OBJ14,overall,s1.25
NUM18,OBJ15,overall,s2.50
NUM18,OBJ16,overall,s1.25
NUM18,OBJ17,overall,s2.50
NUM18,OBJ18,overall,s1.25
NUM18,OBJ19,overall,C3
NUM18,OBJ20,overall,C3
NUM18,OBJ21,overall,s1.25
NUM18,OBJ22,overall,C3
NUM18,OBJ23,overall,C3
NUM18,OBJ24,overall,s1.25
NUM18,OBJ25,overall,s1.25
NUM18,OBJ26,overall,C3
NUM18,OBJ27,overall,s1.25
NUM18,OBJ28,overall,s1.25
NUM18,OBJ29,overall,C3
NUM18,OBJ30,overall,C3
NUM19,OBJ01,texture,s1.25
NUM19,OBJ02,texture,s1.25
NUM19,OBJ03,texture,s2.50
NUM19,OBJ04,texture,s1.25
NUM19,OBJ05,texture,C3
NUM19,OBJ06,texture,C3
NUM19,OBJ07,texture,s2.50
NUM19,OBJ08,texture,s2.50
NUM19,OBJ09,texture,s2.50
NUM19,OBJ10,texture,s2.50
NUM19,OBJ11,texture,s1.25
NUM19,OBJ12,texture,s1.25
NUM19,OBJ13,texture,s2.50
NUM19,OBJ14,texture,s1.25
NUM19,OBJ15,texture,s1.25
NUM19,OBJ16,texture,s1.25
NUM19,OBJ17,texture,s1.25
NUM19,OBJ18,texture,s2.50
NUM19,OBJ19,texture,s1.25
NUM19,OBJ20,texture,s1.25
NUM19,OBJ21,texture,C3
NUM19,OBJ22,texture,C3
NUM19,OBJ23,texture,C3
NUM19,OBJ24,texture,C3
NUM19,OBJ25,texture,s1.25
NUM19,OBJ26,texture,s1.25
NUM19,OBJ27,texture,s1.25
NUM19,OBJ28,texture,s1.25
NUM19,OBJ29,texture,s2.50
NUM19,OBJ30,texture,s1.25
NUM19,OBJ01,shape,s2.50
NUM19,OBJ02,shape,C3
NUM19,OBJ03,shape,s2.50
NUM19,OBJ04,shape,s1.25
NUM19,OBJ05,shape,C3
NUM19,OBJ06,shape,C3
NUM19,OBJ07,shape,s2.50
NUM19,OBJ08,shape,s1.25
NUM19,OBJ09,shape,s1.25
NUM19,OBJ10,shape,s2.50
NUM19,OBJ11,shape,s2.50
NUM19,OBJ12,shape,C3
NUM19,OBJ13,shape,C3
NUM19,OBJ14,shape,C3
NUM19,OBJ15,shape,C3
NUM19,OBJ16,shape,C3
NUM19,OBJ17,shape,C3
NUM19,OBJ18,shape,C3
NUM19,OBJ19,shape,s2.50
NUM19,OBJ20,shape,s2.50
NUM19,OBJ21,shape,s2.50
NUM19,OBJ22,shape,C3
NUM19,OBJ23,shape,s2.50
NUM19,OBJ24,shape,s1.25
NUM19,OBJ25,shape,s1.25
NUM19,OBJ26,shape,C3
NUM19,OBJ27,shape,C3
NUM19,OBJ28,shape,s2.50
NUM19,OBJ29,shape,s1.25
NUM19,OBJ30,shape,s1.25
NUM19,OBJ01,overall,C3
NUM19,OBJ02,overall,C3
NUM19,OBJ03,overall,s2.50
NUM19,OBJ04,overall,C3
NUM19,OBJ05,overall,s2.50
NUM19,OBJ06,overall,C3
NUM19,OBJ07,overall,C3
NUM19,OBJ08,overall,s1.25
NUM19,OBJ09,overall,s2.50
NUM19,OBJ10,overall,C3
NUM19,OBJ11,overall,C3
NUM19,OBJ12,overall,C3
NUM19,OBJ13,overall,s2.50
NUM19,OBJ14,overall,s2.50
NUM19,OBJ15,overall,C3
NUM19,OBJ16,overall,s1.25
NUM19,OBJ17,overall,C3
NUM19,OBJ18,overall,C3
NUM19,OBJ19,overall,C3
NUM19,OBJ20,overall,C3
NUM19,OBJ21,overall,s2.50
NUM19,OBJ22,overall,s1.25
NUM19,OBJ23,overall,s2.50
NUM19,OBJ24,overall,C3
NUM19,OBJ25,overall,s2.50
NUM19,OBJ26,overall,s1.25
NUM19,OBJ27,overall,s2.50
NUM19,OBJ28,overall,s2.50
NUM19,OBJ29,overall,C3
NUM19,OBJ30,overall,s1.25
NUM20,OBJ01,texture,s1.25
NUM20,OBJ02,texture,s1.25
NUM20,OBJ03,texture,C3
NUM20,OBJ04,texture,s1.25
NUM20,OBJ05,texture,C3
NUM20,OBJ06,texture,s2.50
NUM20,OBJ07,texture,s1.25
NUM20,OBJ08,texture,C3
NUM20,OBJ09,texture,s1.25
NUM20,OBJ10,texture,s1.25
NUM20,OBJ11,texture,s1.25
NUM20,OBJ12,texture,C3
NUM20,OBJ13,texture,s2.50
NUM20,OBJ14,texture,s1.25
NUM20,OBJ15,texture,C3
NUM20,OBJ16,texture,s2.50
NUM20,OBJ17,texture,s1.25
NUM20,OBJ18,texture,s1.25
NUM20,OBJ19,texture,C3
NUM20,OBJ20,texture,C3
NUM20,OBJ21,texture,C3
NUM20,OBJ22,texture,s1.25
NUM20,OBJ23,texture,s1.25
NUM20,OBJ24,texture,s1.25
NUM20,OBJ25,texture,s1.25
NUM20,OBJ26,texture,s2.50
NUM20,OBJ27,texture,C3
NUM20,OBJ28,texture,s1.25
NUM20,OBJ29,texture,s1.25
NUM20,OBJ30,texture,C3
NUM20,OBJ01,shape,C3
NUM20,OBJ02,shape,C3
NUM20,OBJ03,shape,s2.50
NUM20,OBJ04,shape,s2.50
NUM20,OBJ05,shape,C3
NUM20,OBJ06,shape,s2.50
NUM20,OBJ07,shape,C3
NUM20,OBJ08,shape,s1.25
NUM20,OBJ09,shape,s2.50
NUM20,OBJ10,shape,s2.50
NUM20,OBJ11,shape,s1.25
NUM20,OBJ12,shape,C3
NUM20,OBJ13,shape,C3
NUM20,OBJ14,shape,C3
NUM20,OBJ15,shape,s2.50
NUM20,OBJ16,shape,C3
NUM20,OBJ17,shape,C3
NUM20,OBJ18,shape,s2.50
NUM20,OBJ19,shape,s1.25
NUM20,OBJ20,shape,C3
NUM20,OBJ21,shape,s1.25
NUM20,OBJ22,shape,s2.50
NUM20,OBJ23,shape,s1.25
NUM20,OBJ24,shape,s2.50
NUM20,OBJ25,shape,C3
NUM20,OBJ26,shape,s2.50
NUM20,OBJ27,shape,C3
NUM20,OBJ28,shape,C3
NUM20,OBJ29,shape,C3
NUM20,OBJ30,shape,s1.25
NUM20,OBJ01,overall,C3
NUM20,OBJ02,overall,s2.50
NUM20,OBJ03,overall,s1.25
NUM20,OBJ04,overall,C3
NUM20,OBJ05,overall,C3
NUM20,OBJ06,overall,s1.25
NUM20,OBJ07,overall,s1.25
NUM20,OBJ08,overall,s1.25
NUM20,OBJ09,overall,s1.25
NUM20,OBJ10,overall,s1.25
NUM20,OBJ11,overall,s1.25
NUM20,OBJ12,overall,s1.25
NUM20,OBJ13,overall,s1.25
NUM20,OBJ14,overall,s1.25
NUM20,OBJ15,overall,C3
NUM20,OBJ16,overall,C3
NUM20,OBJ17,overall,C3
NUM20,OBJ18,overall,s1.25
NUM20,OBJ19,overall,s1.25
NUM20,OBJ20,overall,C3
NUM20,OBJ21,overall,s1.25
NUM20,OBJ22,overall,s2.50
NUM20,OBJ23,overall,s1.25
NUM20,OBJ24,overall,s1.25
NUM20,OBJ25,overall,C3
NUM20,OBJ26,overall,s1.25
NUM20,OBJ27,overall,C3
NUM20,OBJ28,overall,s1.25
NUM20,OBJ29,overall,s2.50
NUM20,OBJ30,overall,s2.50
NUM21,OBJ01,texture,C3
NUM21,OBJ02,texture,s1.25
NUM21,OBJ03,texture,C3
NUM21,OBJ04,texture,C3
NUM21,OBJ05,texture,s1.25
NUM21,OBJ06,texture,s2.50
NUM21,OBJ07,texture,C3
NUM21,OBJ08,texture,s1.25
NUM21,OBJ09,texture,C3
NUM21,OBJ10,texture,C3
NUM21,OBJ11,texture,C3
NUM21,OBJ12,texture,C3
NUM21,OBJ13,texture,s1.25
NUM21,OBJ14,texture,s2.50
NUM21,OBJ15,texture,C3
NUM21,OBJ16,texture,C3
NUM21,OBJ17,texture,s1.25
NUM21,OBJ18,texture,C3
NUM21,OBJ19,texture,C3
NUM21,OBJ20,texture,C3
NUM21,OBJ21,texture,s1.25
NUM21,OBJ22,texture,C3
NUM21,OBJ23,texture,C3
NUM21,OBJ24,texture,C3
NUM21,OBJ25,texture,C3
NUM21,OBJ26,texture,s1.25
NUM21,OBJ27,texture,s1.25
NUM21,OBJ28,texture,C3
NUM21,OBJ29,texture,C3
NUM21,OBJ30,texture,C3
NUM21,OBJ01,shape,C3
NUM21,OBJ02,shape,C3
NUM21,OBJ03,shape,C3
NUM21,OBJ04,shape,C3
NUM21,OBJ05,shape,C3
NUM21,OBJ06,shape,C3
NUM21,OBJ07,shape,s2.50
NUM21,OBJ08,shape,C3
NUM21,OBJ09,shape,s1.25
NUM21,OBJ10,shape,s2.50
NUM21,OBJ11,shape,C3
NUM21,OBJ12,shape,C3
NUM21,OBJ13,shape,s2.50
NUM21,OBJ14,shape,C3
NUM21,OBJ15,shape,s1.25
NUM21,OBJ16,shape,C3
NUM21,OBJ17,shape,C3
NUM21,OBJ18,shape,C3
NUM21,OBJ19,shape,s2.50
NUM21,OBJ20,shape,s1.25
NUM21,OBJ21,shape,s2.50
NUM21,OBJ22,shape,C3
NUM21,OBJ23,shape,s2.50
NUM21,OBJ24,shape,C3
NUM21,OBJ25,shape,C3
NUM21,OBJ26,shape,s2.50
NUM21,OBJ27,shape,C3
NUM21,OBJ28,shape,C3
NUM21,OBJ29,shape,s2.50
NUM21,OBJ30,shape,C3
NUM21,OBJ01,overall,C3
NUM21,OBJ02,overall,s2.50
NUM21,OBJ03,overall,C3
NUM21,OBJ04,overall,s2.50
NUM21,OBJ05,overall,C3
NUM21,OBJ06,overall,s1.25
NUM21,OBJ07,overall,C3
NUM21,OBJ08,overall,s2.50
NUM21,OBJ09,overall,s1.25
NUM21,OBJ10,overall,C3
NUM21,OBJ11,overall,s1.25
NUM21,OBJ12,overall,s1.25
NUM21,OBJ13,overall,C3
NUM21,OBJ14,overall,s2.50
NUM21,OBJ15,overall,s1.25
NUM21,OBJ16,overall,s1.25
NUM21,OBJ17,overall,C3
NUM21,OBJ18,overall,s1.25
NUM21,OBJ19,overall,s1.25
NUM21,OBJ20,overall,s1.25
NUM21,OBJ21,overall,s1.25
NUM21,OBJ22,overall,C3
NUM21,OBJ23,overall,s2.50
NUM21,OBJ24,overall,s1.25
NUM21,OBJ25,overall,s1.25
NUM21,OBJ26,overall,s1.25
NUM21,OBJ27,overall,C3
NUM21,OBJ28,overall,s1.25
NUM21,OBJ29,overall,s2.50
NUM21,OBJ30,overall,s1.25
NUM22,OBJ01,texture,s1.25
NUM22,OBJ02,texture,s1.25
NUM22,OBJ03,texture,s1.25
NUM22,OBJ04,texture,s1.25
NUM22,OBJ05,texture,s1.25
NUM22,OBJ06,texture,C3
NUM22,OBJ07,texture,s1.25
NUM22,OBJ08,texture,s1.25
NUM22,OBJ09,texture,s1.25
NUM22,OBJ10,texture,C3
NUM22,OBJ11,texture,s1.25
NUM22,OBJ12,texture,s1.25
NUM22,OBJ13,texture,s1.25
NUM22,OBJ14,texture,s1.25
NUM22,OBJ15,texture,s1.25
NUM22,OBJ16,texture,s1.25
NUM22,OBJ17,texture,s1.25
NUM22,OBJ18,texture,s2.50
NUM22,OBJ19,texture,s1.25
NUM22,OBJ20,texture,s1.25
NUM22,OBJ21,texture,s1.25
NUM22,OBJ22,texture,s1.25
NUM22,OBJ23,texture,s1.25
NUM22,OBJ24,texture,s1.25
NUM22,OBJ25,texture,s1.25
NUM22,OBJ26,texture,s1.25
NUM22,OBJ27,texture,C3
NUM22,OBJ28,texture,s2.50
NUM22,OBJ29,texture,s1.25
NUM22,OBJ30,texture,s1.25
NUM22,OBJ01,shape,C3
NUM22,OBJ02,shape,s2.50
NUM22,OBJ03,shape,s2.50
NUM22,OBJ04,shape,s1.25
NUM22,OBJ05,shape,s2.50
NUM22,OBJ06,shape,s2.50
NUM22,OBJ07,shape,C3
NUM22,OBJ08,shape,s2.50
NUM22,OBJ09,shape,C3
NUM22,OBJ10,shape,s2.50
NUM22,OBJ11,shape,s1.25
NUM22,OBJ12,shape,s2.50
NUM22,OBJ13,shape,s1.25
NUM22,OBJ14,shape,s2.50
NUM22,OBJ15,shape,s1.25
NUM22,OBJ16,shape,s2.50
NUM22,OBJ17,shape,s2.50
NUM22,OBJ18,shape,C3
NUM22,OBJ19,shape,s1.25
NUM22,OBJ20,shape,s1.25
NUM22,OBJ21,shape,C3
NUM22,OBJ22,shape,C3
NUM22,OBJ23,shape,s1.25
NUM22,OBJ24,shape,s2.50
NUM22,OBJ25,shape,s2.50
NUM22,OBJ26,shape,C3
NUM22,OBJ27,shape,s1.25
NUM22,OBJ28,shape,s2.50
NUM22,OBJ29,shape,s1.25
NUM22,OBJ30,shape,C3
NUM22,OBJ01,overall,C3
NUM22,OBJ02,overall,s2.50
NUM22,OBJ03,overall,C3
NUM22,OBJ04,overall,C3
NUM22,OBJ05,overall,C3
NUM22,OBJ06,overall,C3
NUM22,OBJ07,overall,s2.50
NUM22,OBJ08,overall,s2.50
NUM22,OBJ09,overall,s1.25
NUM22,OBJ10,overall,s1.25
NUM22,OBJ11,overall,C3
NUM22,OBJ12,overall,C3
NUM22,OBJ13,overall,C3
NUM22,OBJ14,overall,s1.25
NUM22,OBJ15,overall,C3
NUM22,OBJ16,overall,C3
NUM22,OBJ17,overall,s1.25
NUM22,OBJ18,overall,s1.25
NUM22,OBJ19,overall,s1.25
NUM22,OBJ20,overall,s1.25
NUM22,OBJ21,overall,s1.25
NUM22,OBJ22,overall,C3
NUM22,OBJ23,overall,s2.50
NUM22,OBJ24,overall,C3
NUM22,OBJ25,overall,C3
NUM22,OBJ26,overall,s1.25
NUM22,OBJ27,overall,s2.50
NUM22,OBJ28,overall,C3
NUM22,OBJ29,overall,C3
NUM22,OBJ30,overall,C3
NUM23,OBJ01,texture,C3
NUM23,OBJ02,texture,s1.25
NUM23,OBJ03,texture,s1.25
NUM23,OBJ04,texture,s1.25
NUM23,OBJ05,texture,C3
NUM23,OBJ06,texture,C3
NUM23,OBJ07,texture,s1.25
NUM23,OBJ08,texture,s1.25
NUM23,OBJ09,texture,s1.25
NUM23,OBJ10,texture,C3
NUM23,OBJ11,texture,s2.50
NUM23,OBJ12,texture,s1.25
NUM23,OBJ13,texture,s1.25
NUM23,OBJ14,texture,C3
NUM23,OBJ15,texture,s1.25
NUM23,OBJ16,texture,C3
NUM23,OBJ17,texture,s2.50
NUM23,OBJ18,texture,s2.50
NUM23,OBJ19,texture,C3
NUM23,OBJ20,texture,s1.25
NUM23,OBJ21,texture,s1.25
NUM23,OBJ22,texture,C3
NUM23,OBJ23,texture,s1.25
NUM23,OBJ24,texture,s1.25
NUM23,OBJ25,texture,C3
NUM23,OBJ26,texture,C3
NUM23,OBJ27,texture,C3
NUM23,OBJ28,texture,s1.25
NUM23,OBJ29,texture,s1.25
NUM23,OBJ30,texture,C3
NUM23,OBJ01,shape,s2.50
NUM23,OBJ02,shape,s2.50
NUM23,OBJ03,shape,s1.25
NUM23,OBJ04,shape,C3
NUM23,OBJ05,shape,s2.50
NUM23,OBJ06,shape,s1.25
NUM23,OBJ07,shape,s2.50
NUM23,OBJ08,shape,s1.25
NUM23,OBJ09,shape,s2.50
NUM23,OBJ10,shape,s2.50
NUM23,OBJ11,shape,C3
NUM23,OBJ12,shape,s2.50
NUM23,OBJ13,shape,s2.50
NUM23,OBJ14,shape,C3
NUM23,OBJ15,shape,s2.50
NUM23,OBJ16,shape,C3
NUM23,OBJ17,shape,s1.25
NUM23,OBJ18,shape,s2.50
NUM23,OBJ19,shape,C3
NUM23,OBJ20,shape,s2.50
NUM23,OBJ21,shape,s2.50
NUM23,OBJ22,shape,s2.50
NUM23,OBJ23,shape,s2.50
NUM23,OBJ24,shape,s2.50
NUM23,OBJ25,shape,s2.50
NUM23,OBJ26,shape,s2.50
NUM23,OBJ27,shape,s2.50
NUM23,OBJ28,shape,s2.50
NUM23,OBJ29,shape,s2.50
NUM23,OBJ30,shape,s2.50
NUM23,OBJ01,overall,C3
NUM23,OBJ02,overall,s1.25
NUM23,OBJ03,overall,C3
NUM23,OBJ04,overall,C3
NUM23,OBJ05,overall,s1.25
NUM23,OBJ06,overall,s1.25
NUM23,OBJ07,overall,C3
NUM23,OBJ08,overall,C3
NUM23,OBJ09,overall,s1.25
NUM23,OBJ10,overall,s1.25
NUM23,OBJ11,overall,s1.25
NUM23,OBJ12,overall,s1.25
NUM23,OBJ13,overall,C3
NUM23,OBJ14,overall,C3
NUM23,OBJ15,overall,C3
NUM23,OBJ16,overall,C3
NUM23,OBJ17,overall,C3
NUM23,OBJ18,overall,C3
NUM23,OBJ19,overall,C3
NUM23,OBJ20,overall,C3
NUM23,OBJ21,overall,s1.25
NUM23,OBJ22,overall,s1.25
NUM23,OBJ23,overall,C3
NUM23,OBJ24,overall,C3
NUM23,OBJ25,overall,s1.25
NUM23,OBJ26,overall,s1.25
NUM23,OBJ27,overall,C3
NUM23,OBJ28,overall,C3
NUM23,OBJ29,overall,C3
NUM23,OBJ30,overall,C3
NUM24,OBJ01,texture,C3
NUM24,OBJ02,texture,s1.25
NUM24,OBJ03,texture,C3
NUM24,OBJ04,texture,s2.50
NUM24,OBJ05,texture,C3
NUM24,OBJ06,texture,s1.25
NUM24,OBJ07,texture,s1.25
NUM24,OBJ08,texture,s1.25
NUM24,OBJ09,texture,s1.25
NUM24,OBJ10,texture,s1.25
NUM24,OBJ11,texture,s1.25
NUM24,OBJ12,texture,s2.50
NUM24,OBJ13,texture,s1.25
NUM24,OBJ14,texture,s1.25
NUM24,OBJ15,texture,s1.25
NUM24,OBJ16,texture,C3
NUM24,OBJ17,texture,s1.25
NUM24,OBJ18,texture,s1.25
NUM24,OBJ19,texture,C3
NUM24,OBJ20,texture,s1.25
NUM24,OBJ21,texture,s1.25
NUM24,OBJ22,texture,C3
NUM24,OBJ23,texture,C3
NUM24,OBJ24,texture,C3
NUM24,OBJ25,texture,s1.25
NUM24,OBJ26,texture,C3
NUM24,OBJ27,texture,s1.25
NUM24,OBJ28,texture,s1.25
NUM24,OBJ29,texture,s2.50
NUM24,OBJ30,texture,s1.25
NUM24,OBJ01,shape,C3
NUM24,OBJ02,shape,C3
NUM24,OBJ03,shape,C3
NUM24,OBJ04,shape,s2.50
NUM24,OBJ05,shape,s2.50
NUM24,OBJ06,shape,C3
NUM24,OBJ07,shape,s1.25
NUM24,OBJ08,shape,C3
NUM24,OBJ09,shape,s2.50
NUM24,OBJ10,shape,s2.50
NUM24,OBJ11,shape,C3
NUM24,OBJ12,shape,C3
NUM24,OBJ13,shape,C3
NUM24,OBJ14,shape,C3
NUM24,OBJ15,shape,C3
NUM24,OBJ16,shape,s2.50
NUM24,OBJ17,shape,s1.25
NUM24,OBJ18,shape,s2.50
NUM24,OBJ19,shape,s1.25
NUM24,OBJ20,shape,s2.50
NUM24,OBJ21,shape,C3
NUM24,OBJ22,shape,C3
NUM24,OBJ23,shape,s1.25
NUM24,OBJ24,shape,C3
NUM24,OBJ25,shape,C3
NUM24,OBJ26,shape,s1.25
NUM24,OBJ27,shape,s1.25
NUM24,OBJ28,shape,C3
NUM24,OBJ29,shape,C3
NUM24,OBJ30,shape,C3
NUM24,OBJ01,overall,C3
NUM24,OBJ02,overall,C3
NUM24,OBJ03,overall,C3
NUM24,OBJ04,overall,s1.25
NUM24,OBJ05,overall,C3
NUM24,OBJ06,overall,C3
NUM24,OBJ07,overall,C3
NUM24,OBJ08,overall,s1.25
NUM24,OBJ09,overall,C3
NUM24,OBJ10,overall,C3
NUM24,OBJ11,overall,C3
NUM24,OBJ12,overall,s1.25
NUM24,OBJ13,overall,s2.50
NUM24,OBJ14,overall,C3
NUM24,OBJ15,overall,C3
NUM24,OBJ16,overall,C3
NUM24,OBJ17,overall,C3
NUM24,OBJ18,overall,C3
NUM24,OBJ19,overall,C3
NUM24,OBJ20,overall,s1.25
NUM24,OBJ21,overall,C3
NUM24,OBJ22,overall,C3
NUM24,OBJ23,overall,C3
NUM24,OBJ24,overall,C3
NUM24,OBJ25,overall,C3
NUM24,OBJ26,overall,s1.25
NUM24,OBJ27,overall,s1.25
NUM24,OBJ28,overall,C3
NUM24,OBJ29,overall,C3
NUM24,OBJ30,overall,s1.25
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
