schedule,object,fg_ssim,psnr,lap_var,rgb_std,grad_mag,gt_lap_var,gt_rgb_std,gt_grad_mag
linear_warmup,obj_0116,0.468381,16.4299,0.003548,0.141968,0.189209,0.005830,0.020831,0.214125
linear_warmup,obj_0117,0.553400,19.5997,0.005280,0.115662,0.205444,0.003376,0.024380,0.135896
linear_warmup,obj_0118,0.520789,25.4732,0.003241,0.123474,0.199097,0.004609,0.021686,0.164218
linear_warmup,obj_0119,0.592831,21.4170,0.001184,0.114075,0.117432,0.005647,0.024797,0.176451
linear_warmup,obj_0120,0.482151,24.9864,0.001474,0.102783,0.150146,0.007336,0.013260,0.240663
linear_warmup,obj_0121,0.321279,16.9106,0.006634,0.136963,0.257080,0.021232,0.011593,0.388086
linear_warmup,obj_0122,0.526951,17.4772,0.003513,0.119995,0.187012,0.003909,0.036896,0.146436
linear_warmup,obj_0123,0.296410,13.3178,0.005920,0.151123,0.202881,0.011396,0.043393,0.268353
linear_warmup,obj_0124,0.520820,14.6441,0.002462,0.117554,0.145874,0.005900,0.095462,0.196615
linear_warmup,obj_0125,0.209908,23.1649,0.006798,0.094604,0.261719,0.045286,0.070778,0.719164
linear_warmup,obj_0126,0.456463,16.4169,0.005035,0.130859,0.219116,0.005627,0.024661,0.204700
linear_warmup,obj_0127,0.410128,19.2321,0.005447,0.121582,0.194214,0.007258,0.020696,0.317310
linear_warmup,obj_0128,0.516997,18.0907,0.002790,0.108826,0.169189,0.005705,0.036475,0.205700
linear_warmup,obj_0129,0.438251,19.8269,0.003496,0.118469,0.160522,0.014280,0.027504,0.340916
linear_warmup,obj_0130,0.582486,19.8120,0.002302,0.140503,0.142944,0.003568,0.018495,0.142014
linear_warmup,obj_0131,0.114364,25.8797,0.006310,0.122620,0.242432,0.102590,0.022258,1.386093
linear_warmup,obj_0132,0.424122,16.4391,0.004642,0.117310,0.230103,0.005522,0.031230,0.219333
linear_warmup,obj_0133,0.289963,18.0729,0.006351,0.121826,0.302490,0.012725,0.115692,0.311991
linear_warmup,obj_0134,0.405238,17.0796,0.002821,0.152100,0.178589,0.007754,0.040996,0.273276
linear_warmup,obj_0135,0.532798,17.8644,0.003925,0.121277,0.199829,0.004873,0.033838,0.221073
linear_warmup,obj_0136,0.479907,18.8662,0.002342,0.128784,0.166992,0.006628,0.035459,0.265765
linear_warmup,obj_0137,0.449391,16.4617,0.002190,0.136841,0.122986,0.005306,0.099699,0.227275
linear_warmup,obj_0138,0.501314,17.8220,0.003881,0.111572,0.212036,0.003877,0.016173,0.166296
linear_warmup,obj_0139,0.482036,16.0415,0.005665,0.134644,0.211548,0.002946,0.015997,0.154297
linear_warmup,obj_0140,0.474501,19.5965,0.002291,0.122681,0.163330,0.010631,0.036963,0.263094
linear_warmup,obj_0141,0.519656,18.8077,0.001839,0.109863,0.132812,0.005606,0.012019,0.206518
linear_warmup,obj_0142,0.560586,17.4715,0.003256,0.104919,0.166992,0.003497,0.023137,0.132866
linear_warmup,obj_0143,0.474816,21.9977,0.002237,0.155396,0.173340,0.008322,0.044493,0.233271
linear_warmup,obj_0144,0.380087,17.3563,0.003487,0.147583,0.164673,0.013157,0.045457,0.323749
linear_warmup,obj_0145,0.338681,19.2522,0.002125,0.107666,0.175171,0.020474,0.020154,0.454542
linear_warmup,obj_0146,0.434379,15.0974,0.004719,0.125122,0.211792,0.006052,0.042194,0.230227
linear_warmup,obj_0147,0.497008,18.4317,0.004646,0.152222,0.202759,0.004066,0.023372,0.195785
linear_warmup,obj_0148,0.469761,16.3740,0.007576,0.118591,0.245239,0.005674,0.082636,0.213541
linear_warmup,obj_0149,0.315419,19.0034,0.003815,0.105652,0.177612,0.025715,0.020418,0.516037
linear_warmup,obj_0150,0.366037,14.6418,0.008583,0.130859,0.270508,0.007146,0.012307,0.175853
linear_warmup,obj_0151,0.488379,16.4055,0.004978,0.111633,0.204224,0.005362,0.012725,0.196926
linear_warmup,obj_0152,0.479203,17.0940,0.007896,0.126831,0.241089,0.002851,0.011571,0.142235
linear_warmup,obj_0153,0.493369,20.1738,0.002209,0.112915,0.138184,0.006438,0.016707,0.222656
linear_warmup,obj_0154,0.561533,19.2748,0.001262,0.122375,0.116882,0.004067,0.021804,0.194360
linear_warmup,obj_0155,0.299577,14.3283,0.005692,0.118958,0.252197,0.009242,0.012923,0.323116
linear_warmup,obj_0156,0.373512,20.1902,0.004318,0.106812,0.231812,0.015401,0.068753,0.371839
linear_warmup,obj_0157,0.408758,21.0403,0.003359,0.118713,0.194214,0.012449,0.015329,0.329119
linear_warmup,obj_0158,0.411125,14.6192,0.004662,0.111816,0.191040,0.008212,0.041602,0.288646
linear_warmup,obj_0159,0.382043,19.2472,0.003944,0.136597,0.202393,0.013832,0.019535,0.338247
linear_warmup,obj_0160,0.619185,21.0415,0.001551,0.123474,0.129883,0.002790,0.004880,0.152643
linear_warmup,obj_0161,0.393074,18.4003,0.003754,0.123535,0.217529,0.013135,0.019656,0.294371
linear_warmup,obj_0162,0.561436,21.3455,0.001763,0.122192,0.123108,0.004036,0.033419,0.151788
linear_warmup,obj_0163,0.547013,19.3988,0.002033,0.119202,0.165771,0.002999,0.012810,0.161888
linear_warmup,obj_0164,0.623585,21.5665,0.001279,0.105225,0.106873,0.003953,0.006477,0.148136
linear_warmup,obj_0165,0.471168,16.4380,0.002798,0.122253,0.184204,0.006300,0.039601,0.232700
